Symbol,Description,Price,Price - Currency,"Performance %, 3 months","Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Industry,Upcoming earnings date
ANF,Abercrombie & Fitch Company,138.6,USD,61.91588785046729,55.363748458692974,33.1540013449899,-0.9221531203088085,4.195573077715904,738463,2005334.5333333334,0.4662806624888941,5881404983.585675,USD,4.80977361488052,4.729188898131165,Retail trade,Apparel/Footwear retail,2026-11-24
GPRO,"GoPro, Inc.",1.34,USD,61.25150421179304,96.48093841642228,117.88617886178864,5.511811023622052,19.296375266524528,22895475,64101554.766666666,0.21729088720457257,250771255.984252,USD,-31.25528193235196,-23.856114183019052,Consumer durables,Electronics/Appliances,2026-11-05
QMCO,Quantum Corporation,24.94,USD,61.00710135571337,383.3333333333333,4.61409395973155,4.6579941250524675,7.367882919005614,1428401,1956142.1333333333,1.5134340487458076,982885392.6739405,USD,25.692996920013687,10.898127340823969,Electronic technology,Computer peripherals,2026-11-13
CBAT,CBAK Energy Technology Limited,1.06,USD,60.6060606060606,24.691212798494306,45.82473517677811,3.921568627450984,5.905660377358437,338956,591887.2666666667,0.6858661266439148,93964584.37254903,USD,99.25638760074337,50.50531955257986,Producer manufacturing,Electrical products,
DFDV,DeFi Development Corp.,5,USD,59.23566878980891,16.009280742459406,59.23566878980891,10.13215859030837,10.088142857142834,1912778,1716985.199999998,0.9542527620542267,163103941.62995592,USD,66.86807653575025,328.633672297898,Finance,Financial conglomerates,2026-11-18
GCT,GigaCloud Technology Inc,53.15,USD,59.036505086774376,24.677457189772447,5.792197452229292,2.9240898528272616,4.752156968149395,581961,622508.8,1.110150738814768,1897999093.7916346,USD,27.599300694941377,22.863917024885886,Distribution services,Wholesale distributors,2026-11-26
CRM,"Salesforce, Inc.",242.85,USD,59.00608917697899,25.692251953832606,25.1223659127209,-3.0693701604534196,3.4366275478690604,14908392,15066517.033333333,1.1960243328875957,199865544643.6134,USD,10.83431027745213,11.229811148802591,Technology services,Packaged software,2026-12-08
DTSS,Datasea Intelligent Technology Ltd.,1.22,USD,58.44155844155843,43.529411764705884,64.84258883934604,106.35994587280109,13.722183840749391,144776883,6223892.466666667,44.27672829219991,9614790,USD,-36.47459250413631,20.31068210108814,Technology services,Packaged software,2026-09-30
NTRA,"Natera, Inc.",366.31,USD,57.45787482806053,82.57987339879381,17.546449314892666,6.0722765969769,3.095254994793645,1965596,1343180.2333333334,1.859307567329092,52801448535.83243,USD,37.71496523966337,37.8173032034126,Health technology,Biotechnology,2026-11-11
ANGX,"Angel Studios, Inc.",4.9,USD,55.06329113924051,59.60912052117266,2.296450939457209,-7.547169811320745,6.967930029154414,3553094,1727493.6,1.8163567260905813,915106032.7169813,USD,27.45792468711368,,Consumer services,Movies/Entertainment,2026-11-12
MATV,"Mativ Holdings, Inc.",12.14,USD,55.04469987228609,44.52380952380952,-0.8169934640522847,0.830564784053168,3.226465050600316,332346,620444.2333333333,0.6872903826993063,670007785.7674419,USD,1.2181195279786716,1.0623697453362475,Process industries,Industrial specialties,2026-11-11
CRSR,"Corsair Gaming, Inc.",13.51,USD,54.576659038901596,152.05223880597012,12.865497076023384,2.6595744680851037,3.977054034048919,794012,1779788.1,0.7336451123943033,1461470763.8882978,USD,-1.8046808616984056,3.1101440380085306,Technology services,Packaged software,2026-11-10
SBET,"Sharplink, Inc.",8.26,USD,53.24675324675325,7.552083333333335,30.69620253164556,3.5087719298245528,6.579297820823073,8194285,8687790.000000024,0.9724234386768077,1794266958.7719295,USD,1553.9454806287429,1496.6773245449936,Commercial services,Advertising/Marketing services,2026-11-12
