Symbol,Description,Price,Price - Currency,"Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Industry,Upcoming earnings date
APPS,"Digital Turbine, Inc.",12.19,USD,317.4657534246575,13.818860877684394,1.1618257261410687,6.279971873901415,2339420,2705471.566666667,0.8630558230831112,1475188118.3543565,USD,26.77619418602876,19.240509849178554,Technology services,Packaged software,2026-11-11
ABCL,AbCellera Biologics Inc.,12.65,USD,279.87987987987987,9.33448573898012,-0.07898894154818158,4.84178430265394,4273807,6774318.9,0.9513069129925322,4099199096.406003,USD,-76.29360805425522,101.28056941274917,Health technology,Biotechnology,2026-11-10
OABI,"OmniAb, Inc.",4.92,USD,205.5900621118012,14.153132250580054,7.423580786026197,6.62020905923343,1374913,2160934.2333333334,1.0700102595184213,715320736.8471615,USD,244.23915832691816,67.00829461067443,Commercial services,Miscellaneous commercial services,2026-11-17
TEAM,Atlassian Corporation,188.65,USD,185.44409139052806,8.282631156009646,-3.58767312311544,4.307788837984326,2958213,3951221.7,0.8370844732293741,47754637992.50319,USD,27.603326919111804,26.019652929417052,Technology services,Packaged software,2026-10-29
AGEN,Agenus Inc.,8.7,USD,148.57142857142853,14.775725593667534,4.441776710684264,5.860426929392461,992663,1044508.3333333305,0.9271766088356024,392908655.33013207,USD,34.35833560390799,30.467229072031166,Health technology,Biotechnology,2026-11-10
NEO,"NeoGenomics, Inc.",18.89,USD,147.57536041939716,13.79518072289156,-2.679031427099431,4.141269000983091,4000536,1827738.7,2.1902200941975045,2426900917.1756825,USD,11.209397231566756,11.187932482961859,Health services,Medical/Nursing services,2026-11-10
PANW,"Palo Alto Networks, Inc.",374.57,USD,146.0391487125591,6.291146424517599,0.7558639982784598,4.627298349726714,7926437,6484285.000000008,1.146505537181925,306398268048.3784,USD,34.447817687182116,24.491677059046793,Technology services,Packaged software,2026-11-12
SGMT,Sagimet Biosciences Inc. - Series A,11.09,USD,142.13973799126637,8.512720156555764,2.685185185185177,4.951178668040742,874075,1104814.8,0.9449932466889965,683045974.6685184,USD,,,Health technology,Pharmaceuticals: major,2026-11-12
BFLY,"Butterfly Network, Inc.",9.93,USD,139.85507246376812,6.774193548387085,21.990171990171977,5.876420658898045,19714096,5084356.166666667,4.356883173356673,2693861979.8845205,USD,39.46884488731131,28.13642595978062,Health technology,Medical specialties,2026-10-29
PLSE,"Pulse Biosciences, Inc",52.69,USD,139.60891314233743,10.99641879081525,-1.1630088163571648,8.277702464550133,372186,594266.4666666667,0.48041363078449384,3830696399.2986298,USD,,,Health technology,Medical specialties,2026-11-16
HPE,Hewlett Packard Enterprise Company,61.03,USD,138.58483189992185,14.50281425891183,-1.1659919028340062,5.985896865710243,16775643,23218662.76666669,0.6261717384428124,81015171964.38736,USD,32.37339708758966,26.63381899522399,Electronic technology,Computer processing hardware,2026-12-03
HNGE,"Hinge Health, Inc.",94.15,USD,135.49274637318663,9.859976662777132,-0.3176283748014792,4.1508079811850545,1327849,1842675.9333333333,0.6223763070392718,7597379330.994178,USD,52.99788638226286,49.76497210863696,Technology services,Packaged software,2026-11-03
STLN,"Starling Oncology, Inc.",7.05,USD,131.14754098360658,6.980273141122914,3.221083455344067,5.162613981762862,1050319,1304508.1666666667,0.6406481487750472,704879670.0219619,USD,34.623795929951086,38.37823062567157,Health services,Medical/Nursing services,2026-11-11
RPD,"Rapid7, Inc.",12.85,USD,131.11510791366908,8.990670059372356,3.0473135525260546,6.446136742635098,1763208,2167976.3666666667,0.7459039979545267,866098273.6688051,USD,-1.5453352817318962,0.06558634307619825,Technology services,Information technology services,2026-11-04
AYA,Aya Gold & Silver Inc.,30.38,USD,123.05433186490454,9.714698447092804,5.927475592747557,4.536607730649854,1028361,1260568.7666666666,0.6747002607181618,4375819287.9184885,USD,140.19103550703832,249.71007353483225,Non-energy minerals,Precious metals,2026-11-17
PUBM,"PubMatic, Inc.",17.77,USD,121.571072319202,8.22168087697928,-0.6152125279642027,4.029905940992069,553248,673829.5333333333,0.8536999171834792,809424597.2080537,USD,10.546451930515508,-1.0410392597054154,Technology services,Internet software/Services,2026-11-10
FTRE,Fortrea Holdings Inc.,20.43,USD,119.20600858369099,12.068019747668675,2.0479520479520485,4.617928816166642,1380129,1363831.7333333334,0.7664041385509175,1942893013.2662337,USD,-4.519217232155428,-2.0852387049570145,Commercial services,Miscellaneous commercial services,2026-11-05
VIA,"Via Transportation, Inc.",28.37,USD,108.60294117647061,6.734386756960132,3.80534211489207,4.503600382698016,759236,768227.0666666667,0.6899944999358386,2312314275.802781,USD,26.671520446547746,29.132842927413442,Technology services,Packaged software,2026-11-12
GH,"Guardant Health, Inc.",177.16,USD,107.08357685563998,5.925261584454407,1.8922183240351942,4.853276295842403,2212930,1991849.6333333333,1.2066325778091342,23774192277.01156,USD,44.33232222260522,42.740716342783784,Health technology,Medical specialties,2026-10-29
MGNI,"Magnite, Inc.",24.8,USD,106.66666666666667,5.621805792163545,-2.0150138285262664,4.346947004608313,2014567,2401126.299999998,0.8856092080951968,3556919187.9889374,USD,11.24489419149378,8.315889962252253,Technology services,Packaged software,2026-11-11
ADPT,Adaptive Biotechnologies Corporation,28.06,USD,102.45310245310246,10.603074497437909,0.7178750897343836,4.1836371041645855,3999857,2086838.1,1.7107811637628538,4478259380.786792,USD,21.52550145213064,50.125233899890844,Health technology,Biotechnology,2026-11-05
PGEN,"Precigen, Inc.",7.89,USD,94.09594095940957,5.199999999999997,2.467532467532461,3.73302552960355,5322559,4807096.666666667,1.136753071543231,2824898035.4025974,USD,6322.663551401869,1875.0460829493086,Health technology,Biotechnology,2026-11-05
HTFL,"Heartflow, Inc.",50.17,USD,83.03538854432689,5.9556494192185845,-0.3179018478044836,4.889404595802863,1292376,2415353.3,0.5285830108940266,4362463702.926287,USD,47.572770817980825,,Technology services,Packaged software,2026-11-18
S,"SentinelOne, Inc.",23.85,USD,79.4582392776524,13.409415121255348,0.21008403361344835,4.583767595088396,7659990,8957735.766666668,0.8261110712314876,8300971562.105042,USD,20.562136896479107,21.085189132238828,Technology services,Packaged software,2026-12-08
SMCI,"Super Micro Computer, Inc.",41.54,USD,78.1303602058319,11.801910913739732,0.8252427184465928,5.062160396175827,30047926,49145875.7,0.7443419234999019,27290342933.782524,USD,93.1552702482286,77.78535103837868,Electronic technology,Computer processing hardware,2026-11-03
