Symbol,Description,Price,Price - Currency,"Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Upcoming earnings date
CRML,Critical Metals Corp.,9.33,USD,12.817412333736405,55.5,38.63298662704308,5.382942887766061,58114508,8901154.133333333,9.665943077284107,1370472024.3298664,USD,,,Non-energy minerals,2027-03-03
