Symbol,Description,Price,Price - Currency,"Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Upcoming earnings date
SHMD,SCHMID Group N.V.,4.37,USD,-32.45749613601236,29.289940828402376,20.718232044198896,8.056554429552111,11447642,1041937.0666666667,27.424599159029317,290971635.7569061,USD,,114.80958360799542,Electronic technology,2027-05-24
WFF,WF Holding Limited,2.4,USD,37.14285714285713,23.711340206185568,15.94202898550725,10.100595238095238,3691248,4364420.433333334,14.183333493434262,100607836.52173914,USD,,,Process industries,
