Symbol,Description,Price,Price - Currency,"Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Upcoming earnings date
FTRE,Fortrea Holdings Inc.,19.89,USD,111.37088204038257,9.889502762430935,-0.6493506493506443,4.931839402427601,678562,1338415.5333333334,0.37063161654903304,1891539012.9155843,USD,-4.519217232155428,-2.0852387049570145,Commercial services,2026-11-05
RPD,"Rapid7, Inc.",11.62,USD,111.08083560399635,1.131418624891201,-9.571984435797669,7.524895500369154,1794897,1907695.7333333334,0.784251620883333,783195487.4396887,USD,-1.5453352817318962,0.06558634307619825,Technology services,2026-11-04
FROG,JFrog Ltd.,89.18,USD,100.62992125984252,1.1971631205673836,-5.3290870488322675,5.7041697369685735,1817555,1864305.5666666667,1.118845290570257,10996010943.191933,USD,28.731331551642825,26.371374228295924,Technology services,2026-11-04
QLYS,"Qualys, Inc.",172.43,USD,94.5503779758547,-1.0217553527352052,-5.745053022849016,5.677769861061754,580464,684145,0.676037992314002,5965216140.305236,USD,11.922602848390916,10.713629893070873,Technology services,2026-11-04
GCTS,"GCT Semiconductor Holding, Inc.",2.23,USD,93.91304347826087,19.251336898395714,-0.4464285714285817,5.253042921204339,921121,1714762.9333333333,0.5426985815569408,205092490.73214287,USD,-17.85109983079526,-32.83385476700149,Electronic technology,2026-11-12
NTAP,"NetApp, Inc.",201.145,USD,93.42725262044429,7.243015568351465,1.9798215372135473,3.5487406029054003,1352015,2407108.066666667,0.5678631337347365,39508702132.14964,USD,30.12202954399486,12.152935821574875,Electronic technology,2026-12-01
FATE,"Fate Therapeutics, Inc.",2.35,USD,92.62295081967214,-7.480314960629919,0.858369098712447,6.09179331306982,3385769,1542533.8666666667,1.8982246688154063,281578209.2918455,USD,9.176717357105389,-23.364817001180636,Health technology,2026-10-29
KEEL,Keel Infrastructure Corp.,3.8,USD,89.99999999999999,10.465116279069763,-2.5641025641025665,6.688721804511358,18709805,37092200.333333336,0.5429842114420317,2346778145.3846154,USD,-50.039403690676274,-23.025718236647858,Technology services,2026-11-16
VSH,"Vishay Intertechnology, Inc.",32.55,USD,88.9146836912362,3.5634743875278314,2.3584905660377244,4.326069782751861,1884223,3447437.1333333333,0.6316324452237679,4992500064.702828,USD,16.572646769432602,13.384001325338039,Electronic technology,2026-11-11
TENB,"Tenable Holdings, Inc.",33.49,USD,87.93490460157128,3.6200495049505004,-6.661092530657749,6.661071535213053,2960828,4755243.6,0.4794743735775456,3688588178.1081386,USD,8.578014112699407,9.932883926379851,Technology services,2026-11-04
ORKA,"Oruka Therapeutics, Inc.",84.46,USD,87.6055086628165,-16.62388943731491,-1.2048192771084352,6.007070126179712,492381,903660.9666666667,0.4248785481294915,5592070607.975903,USD,,,Health technology,2026-11-18
NXDR,"Nextdoor Holdings, Inc.",2.51,USD,84.55882352941174,5.907172995780577,3.7190082644628046,4.331246442800345,2269692,2134028,0.8011886876432208,970989525.4876033,USD,14.534588972700599,9.793008592322487,Technology services,2026-11-11
BRKR,Bruker Corporation,64.18,USD,83.47627215551748,14.07749733380734,0.28125000000001066,4.648266037483782,2498980,2124931.466666667,0.9529835201174373,9778420770.514376,USD,5.154251316779534,1.6498199140234693,Health technology,2026-10-29
CVLT,"Commvault Systems, Inc.",145.54,USD,82.77031269622002,12.360071026017131,-2.9733333333333385,3.7869952295883516,472909,518148.3,0.740250797644579,6031841408.910267,USD,11.402662619069574,15.472896929980767,Technology services,2026-11-03
SYRE,"Spyre Therapeutics, Inc.",85.69,USD,82.5910931174089,-7.271940266204955,-1.6075324377081246,4.321007618825325,560031,1229790.2333333334,0.3938367122418351,7555609784.264209,USD,,,Health technology,2026-11-05
FLEX,Flex Ltd.,114.68,USD,78.1575267981979,4.273504273504276,2.028469750889681,4.151907170262701,3006726,3151250.9666666584,0.8252145080825967,42363131351.79182,USD,20.577946768060837,12.245915471350772,Electronic technology,2026-11-04
HIMX,"Himax Technologies, Inc.",14.44,USD,77.61377613776136,5.787545787545781,2.266288951841362,3.7314998021368924,560041,936065.5666666667,0.49756013484669387,2407128160,USD,3.937394260924818,-7.600129309634049,Electronic technology,2026-11-05
AMN,AMN Healthcare Services Inc,34.56,USD,77.32170343766037,2.582368655387369,0,3.192687665343978,450109,567564.2666666667,0.6934011284604277,1338508574.0000002,USD,2.2884491206745925,23.9859476390344,Commercial services,2026-10-29
FA,First Advantage Corporation,19.6,USD,76.10062893081762,-2.874132804757177,-1.6064257028112463,3.4702988338191796,1128322,1436676.2,0.8767491028901696,3366372388.1526103,USD,14.880975237627133,32.89491347733534,Technology services,2026-11-05
SANM,Sanmina Corporation,224.77,USD,74.63289565690312,17.434691745036574,1.302505859022902,4.403529957607531,738440,599138.9666666667,1.170926134324782,12047077723.031729,USD,69.67478822587803,58.561151972887735,Electronic technology,2026-11-09
HOOD,"Robinhood Markets, Inc.",119.4,USD,74.20484388678143,8.441941782843651,-1.1753021023009333,4.838161043311862,13588629,22521787.033333335,0.5688803511106997,107350424919.22697,USD,34.503510531594785,39.14134374128798,Finance,2026-11-04
MDB,"MongoDB, Inc.",410.44,USD,72.72229937297479,4.911495942232724,-2.60085429520645,4.712199103401079,1352655,1782174.3666666667,0.9773004714780898,33063544974.63712,USD,30.49888231693501,25.452339723982043,Technology services,2026-12-07
RAL,Ralliant Corporation,70.03,USD,72.31791338582677,12.62463814731425,0.08575103615835683,3.1582689051630655,1171139,1343249.3666666667,0.745580271448136,7748119826.536801,USD,12.815418239618518,,Electronic technology,2026-11-11
AVT,"Avnet, Inc.",103.075,USD,70.99369608493696,17.517956903431774,2.145476166881386,3.4359654897617964,1044687,1249259.7666666666,0.660807605878231,8459672221.670796,USD,47.662508154889956,24.467317641553976,Distribution services,2026-11-04
ULCC,"Frontier Group Holdings, Inc.",6.19,USD,70.52341597796145,0.9787928221859787,5.811965811965825,4.25340410800846,2429293,2456512.2,0.9248158309983185,1425035526.888889,USD,37.67491926803014,9.952355743779778,Transportation,2026-11-11
SLNH,"Soluna Holdings, Inc.",1.22,USD,69.44444444444444,1.6666666666666683,-2.400000000000002,5.620023419203668,6064389,8499054.699999962,0.8441093506924384,300976490.752,USD,144.55992205261447,50.858699939048435,Electronic technology,2026-11-12
RIOT,"Riot Platforms, Inc.",23,USD,68.37481698389458,9.995217599234817,-2.0442930153321996,5.528385093167766,16042826,16887356.1,0.9189579688364986,8630955489.522997,USD,13.88801736083876,24.513631606054062,Technology services,2026-11-10
ICLR,ICON plc,172.33,USD,67.79941577409933,3.8883530262840713,-0.9028177113283458,3.7824025333453637,965902,805804.8666666667,0.8197745611893946,13295985050.920816,USD,1.1965153054047708,2.078360586720528,Commercial services,2026-10-28
DOCN,"DigitalOcean Holdings, Inc.",139.75,USD,67.08512673362027,24.034791870063014,-1.2855831037649172,7.152047022744689,1881051,2641116.1333333333,0.5726952866903073,16431742133.7236,USD,28.570644718792863,21.409513791828168,Technology services,2026-11-09
