Symbol,Description,Price,Price - Currency,"Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Industry,Upcoming earnings date
TJGC,TJGC Group Limited,23.28,USD,1174.0108356591693,403.8961038961039,37.751479289940846,8.703669612174773,389775,1793992.1333333333,0.20911386100182489,235128535.8532545,USD,,-5.896746970571368,Electronic technology,Electronic equipment/Instruments,
XHLD,"TEN Holdings, Inc.",12.08,USD,874.1935483870968,58.322411533420706,2.9838022165387863,14.369264427625335,2458336,3789109.1333333333,0.5352270727966741,144687514.12787724,USD,-34.49820788530466,,Commercial services,Miscellaneous commercial services,2026-11-16
CYPH,Cypherpunk Technologies Inc.,3.61,USD,455.38461538461536,97.2677595628415,-3.2171581769437028,13.91590819153147,19170862,14353086.7,0.9107938706319142,389029419.15549594,USD,,,Health technology,Biotechnology,2026-11-16
QMCO,Quantum Corporation,25.97,USD,410.21611001964635,21.867667761614268,1.247563352826512,7.174954617965786,3363767,1565409.4,3.1263713094482712,1023477680.7629632,USD,25.692996920013687,10.898127340823969,Electronic technology,Computer peripherals,2026-11-13
TXG,"10x Genomics, Inc.",75.62,USD,276.78126557050325,19.746634996041184,-6.294919454770753,5.892054256243665,3466935,2845200.9,1.1652297135316256,9852617715.980667,USD,-12.649501468989289,-4.27563284952193,Health technology,Biotechnology,2026-11-04
ABCL,AbCellera Biologics Inc.,12.31,USD,271.9033232628399,12.215132178669096,-2.6877470355731212,4.846234188232631,3847971,6290593.633333334,0.8248272560133265,3989022921.803952,USD,-76.29360805425522,101.28056941274917,Health technology,Biotechnology,2026-11-10
PCLA,PicoCELA Inc.,7.25,USD,241.9811320754717,-3.973509933774832,0.5547850208044388,17.982758620689705,62441,662941.1666666666,0.04645276962019666,69315533,USD,,,Electronic technology,Computer communications,
MRNA,"Moderna, Inc.",182.11,USD,241.73390880090076,27.617379117028754,-0.24649430324276328,5.901998007483684,17539126,27637016.4,1.2128694181360413,72704843378.74113,USD,2.112676056338028,-27.61533463287849,Health technology,Biotechnology,2026-10-29
TWST,Twist Bioscience Corporation,158.5,USD,240.20176003434213,9.032124922611265,-3.7059538274605073,5.7754393871113106,2133288,1770578.2666666666,1.0289848522332685,10434439011.989672,USD,23.235162455625304,19.191328086829547,Health technology,Biotechnology,2026-11-13
CDNA,"CareDx, Inc.",54.31,USD,213.20645905420992,12.443064182194627,-3.8590901044432635,3.8306941631375944,1907133,1125543.3333333333,1.7333886912591951,2809685702.786511,USD,52.22602937274312,34.40553244177381,Health technology,Medical specialties,2026-11-10
